Date,Voucher,Party,Product,Qty,Rate
3/21/2019,9303,SATYAM.J,APPLE WATER,100,22
3/21/2019,9303,SATYAM.J,10*12 KRISHNA-BK(10,300,8.2
3/21/2019,9303,SATYAM.J,13*16 BK(100)KRISHN,160,16.5
3/21/2019,9303,SATYAM.J,GARUDA 16*20 BLUE,360,25
3/21/2019,9304,SHAJAHAN-NPT,VISHNU 250ML,200,31
3/21/2019,9304,SHAJAHAN-NPT,BAHUBALI WINE,220,25
3/21/2019,9304,SHAJAHAN-NPT,ROLLS GOLD,60,75
3/21/2019,9305,DSP-SEKHAR,HARITHA M.W 16*20,25,90
3/21/2019,9306,SAIFANCY,VISHNU 350ML,300,31
3/21/2019,9343,TP13,DONA -LOOSE,10,25
3/21/2019,9343,TP13,APPLE WATER,30,21.5
3/21/2019,9343,TP13,PRESSING COVER-2*3,100,8
3/21/2019,9343,TP13,20*26 COVER,20,53
3/21/2019,9343,TP13,APPLE WATER,100,21.5
3/21/2019,9343,TP13,HIGH COUNT 10*12 BL,10,148
3/21/2019,9343,TP13,PAPER TEA-65ML(100),20,27
3/21/2019,9343,TP13,10*10 TIGER,5,133
3/21/2019,9344,KPR,APPLE WINE,220,24.5
3/21/2019,9432,KISHORE-NAVABPET,10*12 SARAS-NAT,300,8.2
3/22/2019,9307,BRHAMADEVI SUDHEER,HIGH COUNT 16*20,25,150
3/22/2019,9307,BRHAMADEVI SUDHEER,HIGH COUNT 13*16,25,150
3/22/2019,9307,BRHAMADEVI SUDHEER,TIRUMALA-50(16*20),120,27.5
3/22/2019,9307,BRHAMADEVI SUDHEER,SILV-CONT-750ML(100,1,2350
3/22/2019,9307,BRHAMADEVI SUDHEER,APPLE 300ML,100,29
3/22/2019,9307,BRHAMADEVI SUDHEER,VISHNU 250ML,100,31
3/22/2019,9307,BRHAMADEVI SUDHEER,ROBO 10*12,400,4.9
3/22/2019,9308,KESAVA PROVISIONS,VISHNU 300ML,200,28
3/22/2019,9308,KESAVA PROVISIONS,10*10 TEJA,25,130
3/22/2019,9308,KESAVA PROVISIONS,CYCLE-BK-10*12,400,6.8
3/22/2019,9308,KESAVA PROVISIONS,GARUDA 13*16 BK,560,14
3/22/2019,9308,KESAVA PROVISIONS,APPLE WATER,100,23
3/22/2019,9308,KESAVA PROVISIONS,PAPER TEA -100ML TA,60,30
3/22/2019,9308,KESAVA PROVISIONS,PAPER TEA-100ML,60,30
3/22/2019,9309,BSR,DONA -LOOSE,30,19
3/22/2019,9309,BSR,APPLE WINE,110,25
3/22/2019,9309,BSR,TIRML-BL-KG-16*20,25,125
3/22/2019,9309,BSR,TIFFIN PLATENO-11,50,19
3/22/2019,9309,BSR,CYCLE 10*12 BK KG,25,80
3/22/2019,9309,BSR,CYCLE 13*16 BK KG,50,80
3/22/2019,9309,BSR,NO-00,10,150
3/22/2019,9309,BSR,NO-0,5,150
3/22/2019,9309,BSR,NO-1,5,150
3/22/2019,9309,BSR,NO-3,5,150
3/22/2019,9309,BSR,NO-000,5,150
3/22/2019,9309,BSR,LEAF DONA BIG,2,420
3/22/2019,9309,BSR,500ML PLASTIC BOULS,500,3.6
3/22/2019,9310,DHANALAKSHMI PROVIS,14 GREEN,32,34
3/22/2019,9310,DHANALAKSHMI PROVIS,VISHNU 300ML,30,28
3/22/2019,9310,DHANALAKSHMI PROVIS,N0-5,1,150
3/22/2019,9310,DHANALAKSHMI PROVIS,10*12 SARAS-NAT,50,8.3
3/22/2019,9310,DHANALAKSHMI PROVIS,TIFFIN PLATES NO-8,10,14
3/22/2019,9310,DHANALAKSHMI PROVIS,TIFFIN PLATES NO-7,10,12
3/22/2019,9310,DHANALAKSHMI PROVIS,"TIFFIN PLATES-9""",5,16
3/22/2019,9311,BSM-MTKR,PAPER TEA-65ML(100),180,26.5
3/22/2019,9312,VAMSI KRISHNA FANCY,APPLE 300ML,100,29
3/22/2019,9314,SUNDHA PLASTICS,SILV-CONT-750ML(100,10,2300
3/22/2019,9314,SUNDHA PLASTICS,LITE FOAM(1200),5,1680
3/22/2019,9314,SUNDHA PLASTICS,"6""ESSFOAM(3600)",5,1440
3/22/2019,9314,SUNDHA PLASTICS,5*5 DONA(4500),3,2250
3/22/2019,9314,SUNDHA PLASTICS,LIDS-750ML,20000,0.01
3/22/2019,9315,MAHESWARI PROVISION,4*5 TRISUL,100,14
3/22/2019,9315,MAHESWARI PROVISION,5*6 POLY,50,21
3/22/2019,9315,MAHESWARI PROVISION,PRINTING PP,5,148
3/22/2019,9316,P.RAVI,4*5 TRISUL,100,14.5
3/22/2019,9316,P.RAVI,10*10 SHEET,10,135
3/22/2019,9317,JYOTHI ENTERPRISES-,APPLE WATER,100,23
3/22/2019,9317,JYOTHI ENTERPRISES-,DONA -LOOSE,50,18
3/22/2019,9318,CHATLA NARAYANA-PDK,APPLE WINE,110,25
3/22/2019,9318,CHATLA NARAYANA-PDK,CHINA 13*16 KG,2,110
3/22/2019,9318,CHATLA NARAYANA-PDK,CHINA 10*12 KG,2,110
3/22/2019,9318,CHATLA NARAYANA-PDK,CHINA 16*20 KG,1,110
3/22/2019,9318,CHATLA NARAYANA-PDK,TIRUMALA-50(16*20),20,27.5
3/22/2019,9318,CHATLA NARAYANA-PDK,PP 6*7,10,153
3/22/2019,9318,CHATLA NARAYANA-PDK,"TAPE ROLL 2"" 50MTRS",2,140
3/22/2019,9318,CHATLA NARAYANA-PDK,PAPER TEA 80ML LONG,100,28
3/22/2019,9319,MSR,90ML RANGEELA,140,14.5
3/22/2019,9319,MSR,VISHNU 300ML,100,28
3/22/2019,9319,MSR,14 GREEN,40,35
3/22/2019,9319,MSR,PAPER TEA -100ML TA,50,30
3/22/2019,9319,MSR,VISHNU ICE,70,19
3/22/2019,9320,KPR,10*10 TEJA,50,130
3/22/2019,9320,KPR,10*10 TEJA,3,130
3/22/2019,9320,KPR,4*5 MEET,320,15
3/22/2019,9320,KPR,4*5 MEET,30,15
3/22/2019,9320,KPR,5*6 ANKIT(20MIC),60,23
3/22/2019,9320,KPR,5*6 ANKIT(20MIC),420,23
3/22/2019,9320,KPR,ROLLS GOLD,60,75
3/22/2019,9320,KPR,CYCLE-10*12(100)-BL,1200,6.3
3/22/2019,9320,KPR,DOT GLASS,100,23
3/22/2019,9320,KPR,5*7 ESWAR,10,160
3/22/2019,9320,KPR,SILVER POUCH 8*10,10,197
3/22/2019,9321,VENKATESWARA PROVIS,10*12 SARAS-NAT,300,8.3
3/22/2019,9321,VENKATESWARA PROVIS,10*10 TEJA,5,128
3/22/2019,9322,NMK,TIRUMALA-50(16*20),240,27
3/22/2019,9322,NMK,TIFFIN PLATENO-10,100,17
3/22/2019,9322,NMK,VISHNU 300ML,200,28
3/22/2019,9322,NMK,BAHUBALI WINE,110,25
3/22/2019,9323,CUSTOMER,14 GREEN,80,33.75
3/22/2019,9323,CUSTOMER,VISHNU 300ML,20,28
3/22/2019,9324,SSB,VISHNU 300ML,100,28
3/22/2019,9324,SSB,BAHUBALI WINE,110,25
3/22/2019,9324,SSB,APPLE 300ML,100,29
3/22/2019,9325,MADHUFANCY,TIRUMALA-50(16*20),120,26.5
3/22/2019,9325,MADHUFANCY,4*5 TRISUL,100,13.5
3/22/2019,9325,MADHUFANCY,RUBBER,2,280
3/22/2019,9325,MADHUFANCY,APPLE WATER,20,22
3/22/2019,9325,MADHUFANCY,20*26 MW KESHAV,2,110
3/22/2019,9325,MADHUFANCY,24*20 M.W,1,110
3/22/2019,9326,K.VENUGOPAL-RAPUR,CLASSIC 300ML,100,27
3/22/2019,9326,K.VENUGOPAL-RAPUR,BAHUBALI WINE,110,24
3/22/2019,9326,K.VENUGOPAL-RAPUR,13*16 BK(100)KRISHN,320,16
3/22/2019,9326,K.VENUGOPAL-RAPUR,TIRUMALA-50(16*20),120,27.5
3/22/2019,9327,KURAPATI SUDHAKAR-S,PAPER TEA,230,16
3/22/2019,9328,DSP-SEKHAR,13*16 BK(100)KRISHN,160,16.3
3/22/2019,9329,NAGESWARAO,LOOSE ITEMS,1,11250
3/22/2019,9330,MADHALA MALLAYA,10*12 KRISHNA-BK(10,300,8
3/22/2019,9330,MADHALA MALLAYA,BAHUBALI WINE,50,24.5
3/22/2019,9330,MADHALA MALLAYA,LARGE IC,50,22
3/22/2019,9331,SAIFANCY,GARUDA 10*12 BK,500,7.5
3/22/2019,9332,SURI,24*30 COVER,40,74
3/22/2019,9332,SURI,16*20 (50-W),120,23
3/22/2019,9332,SURI,DHARAM 6PC SMALL,15,14
3/22/2019,9332,SURI,FRESH GOLD 16*20,10,136
3/22/2019,9332,SURI,SILVER TONE 10*12 W,20,15
3/22/2019,9332,SURI,SILVER TONE 13*16 W,20,31
3/22/2019,9332,SURI,ZEND-1ST,3,90
3/22/2019,9332,SURI,13*16 100W,50,10
3/22/2019,9332,SURI,CHINA 16*20 KG,5,110
3/22/2019,9332,SURI,KARNA 13*16 100 W,200,14.4
3/22/2019,9345,TP13,VISHNU 250ML,100,31
3/22/2019,9345,TP13,BAHUBALI WINE,220,24
3/22/2019,9345,TP13,DOT GLASS,100,24
3/22/2019,9345,TP13,BAHUBALI WINE,110,24
3/22/2019,9345,TP13,PP,5,148
3/22/2019,9345,TP13,80 LEAF,10,335
3/22/2019,9345,TP13,APPLE WATER,200,21.5
3/22/2019,9345,TP13,ROBO 10*12,1600,4.9
3/22/2019,9345,TP13,DURGA 10*12 BLUE,1600,5.8
3/22/2019,9345,TP13,DURGA 13*16 BLUE,800,11.3
3/22/2019,9345,TP13,10*10 TIGER,70,133
3/22/2019,9345,TP13,HIGH COUNT 13*16,25,140
3/22/2019,9345,TP13,HIGH COUNTING BLUE ,25,148
3/22/2019,9345,TP13,5*6 TRISUL,250,18.5
3/22/2019,9345,TP13,4*5 TRISUL,700,13
3/22/2019,9345,TP13,30*50 LINER,20,155
3/22/2019,9345,TP13,NO-1,25,148
3/22/2019,9345,TP13,10*12 KRISHNA-BK(10,300,8
3/22/2019,9345,TP13,NO-00,25,144
3/22/2019,9345,TP13,10*12 RK,800,7.5
3/22/2019,9345,TP13,10*12 SARAS-NAT,600,8
3/22/2019,9345,TP13,NO-0,25,144
3/22/2019,9345,TP13,13*16 BK(100)KRISHN,160,16
3/22/2019,9345,TP13,13*16 WHITE RK,400,15
3/22/2019,9345,TP13,N0-5,25,144
3/22/2019,9345,TP13,20*26 COVER,60,53
3/22/2019,9345,TP13,CYCLE-BK-13*16,250,12.5
3/22/2019,9345,TP13,10*10 TEJA,50,125
3/22/2019,9345,TP13,"RUBBER 1""",10,280
3/22/2019,9345,TP13,"RUBBER 0""",2,290
3/22/2019,9345,TP13,50GRAM RUBBER,4,350
3/22/2019,9345,TP13,10RS RUBBER SHEET,10,165
3/22/2019,9345,TP13,PRESSING COVER 3*4,50,16
3/22/2019,9345,TP13,CHANDRA 75ML TEA,190,11.5
3/22/2019,9345,TP13,250 ML PLASTIC BOUL,200,2.95
3/22/2019,9345,TP13,VISHNU 300ML,100,27.5
3/22/2019,9345,TP13,80 LEAF,1,340
3/22/2019,9345,TP13,APPLE WATER,200,21.5
3/22/2019,9345,TP13,BAHUBALI WINE,110,24
3/22/2019,9345,TP13,PITTA DHARAM BIG SI,100,15
3/22/2019,9345,TP13,DURGA 10*12 BLUE,400,5.8
3/22/2019,9372,T.GOPI-SPT,13*16 WHITE RK,800,15.3
3/22/2019,9372,T.GOPI-SPT,TIRUMALA-50(13*16),500,15
3/22/2019,9372,T.GOPI-SPT,TIRUMALA-50(16*20),360,27.5
3/22/2019,9372,T.GOPI-SPT,7*10 100 PCS,10,60
3/22/2019,9372,T.GOPI-SPT,CHINA 13*16 KG,5,110
3/22/2019,9372,T.GOPI-SPT,DONA-VAI-9100,1,1730
3/22/2019,9394,SMS,GARUDA 10*12 BK,1050,7
3/22/2019,9554,GANESHMESS,"14""7PLY PLATES",3,350
3/22/2019,9554,GANESHMESS,APPLE WATER,30,25
3/22/2019,9554,GANESHMESS,ROLLS-KGS,5,90
3/22/2019,9554,GANESHMESS,13*16 WHITE RK,200,16
3/23/2019,9333,JAGADHAMBA PLASTICS,DONA-VAI-9100,4,1944
3/23/2019,9334,BTR,"14""7PLY PLATES",8,350
3/23/2019,9335,B.V.SUBRHAMANHYAM-A,VISHNU 300ML,100,28
3/23/2019,9336,MAYURI CATERING,VISHNU CHOTA WINE,100,34
3/23/2019,9336,MAYURI CATERING,HAND GLOVES 100PCS-,20,50
3/23/2019,9336,MAYURI CATERING,ROLLS GOLD,60,80
3/23/2019,9336,MAYURI CATERING,DONA-COL(84),1,2436
3/23/2019,9336,MAYURI CATERING,SPOON BIG CL,100,23
3/23/2019,9336,MAYURI CATERING,CHEF CAP,5,90
3/23/2019,9346,MD.ISHAQ,13*16 WHITE RK,500,15.5
3/23/2019,9346,MD.ISHAQ,13*16 WHITE RK,10,15.5
3/23/2019,9346,MD.ISHAQ,NO-00,1,150
3/23/2019,9346,MD.ISHAQ,NO-0,2,150
3/23/2019,9346,MD.ISHAQ,NO-1,2,150
3/23/2019,9346,MD.ISHAQ,NO-2,2,150
3/23/2019,9346,MD.ISHAQ,NO-3,2,150
3/23/2019,9346,MD.ISHAQ,TIFFIN PLATES NO-7,20,12
3/23/2019,9346,MD.ISHAQ,TIFFIN PLATES NO-8,20,14
3/23/2019,9346,MD.ISHAQ,TIFFIN PLATES - 9 S,20,16
3/23/2019,9346,MD.ISHAQ,TIFFIN PLATENO-10,20,17
3/23/2019,9347,JAYAMPU SUDHAKAR,CYCLE-BLU-10*12,400,6.7
3/23/2019,9347,JAYAMPU SUDHAKAR,10*10 SHEET,25,137
3/23/2019,9347,JAYAMPU SUDHAKAR,4*5 MEET,30,16
3/23/2019,9347,JAYAMPU SUDHAKAR,5*6 JANATHA POLY,20,35
3/23/2019,9347,JAYAMPU SUDHAKAR,BAHUBALI WINE,30,25
3/23/2019,9347,JAYAMPU SUDHAKAR,VISHNU 300ML,10,28
3/23/2019,9347,JAYAMPU SUDHAKAR,DHARAM-6PCS,2,180
3/23/2019,9347,JAYAMPU SUDHAKAR,TIRUMALA-50(16*20),20,27.5
3/23/2019,9347,JAYAMPU SUDHAKAR,TIRUMALA-50(13*16),100,15
3/23/2019,9348,BALAJI PLASTICS,"9""PLATE(1800)",1,1800
3/23/2019,9348,BALAJI PLASTICS,DONA-VAI-9100,6,1640
3/23/2019,9349,BSR,12GREEN BUFFET,1000,1.2
3/23/2019,9350,PAPARAO,CHANDRA 75ML TEA,100,12
3/23/2019,9350,PAPARAO,SILV-CONT-750ML(100,1,2350
3/23/2019,9351,SURYA BAR,TIRML-BL-KG-10*12,5,130
3/23/2019,9351,SURYA BAR,TIRML-BL-KG-13*16,5,130
3/23/2019,9351,SURYA BAR,TIRML-CL-16*20,5,130
3/23/2019,9351,SURYA BAR,THEROCOL PLATES LOO,200,1.4
3/23/2019,9351,SURYA BAR,BEER COVER,10,130
3/23/2019,9352,KVK,CLASSIC 300ML,100,27
3/23/2019,9353,ANR-VGIRI,10*10 TEJA,10,130
3/23/2019,9353,ANR-VGIRI,CYCLE-BK-10*12,50,7
3/23/2019,9353,ANR-VGIRI,CYCLE-BLU-10*12,400,6.8
3/23/2019,9353,ANR-VGIRI,NO-0,1,150
3/23/2019,9353,ANR-VGIRI,NO-000,1,150
3/23/2019,9353,ANR-VGIRI,4*5 TRISUL,50,15
3/23/2019,9353,ANR-VGIRI,DHARAM-15PCS,2,90
3/23/2019,9353,ANR-VGIRI,SILVER PLATE COVER,2,65
3/23/2019,9353,ANR-VGIRI,10*12 KRISHNA-BK(10,50,8.5
3/23/2019,9354,RAJASURESH,PAPER TEA,230,16
3/23/2019,9355,SVP-BUCHHI,SILVER POUCH 8*10,10,197
3/23/2019,9355,SVP-BUCHHI,NO-0,10,149
3/23/2019,9355,SVP-BUCHHI,ROLLS-KGS,60,75
3/23/2019,9356,HAMPI FOODS,SILVER POUCH 7*9,87,185
3/23/2019,9356,HAMPI FOODS,SILVER POUCH 8*10,83,185
3/23/2019,9356,HAMPI FOODS,SPONZE,30,75
3/23/2019,9356,HAMPI FOODS,SPOON SOOFY,100,40
3/23/2019,9356,HAMPI FOODS,GST AMOUNT,1,6786
3/23/2019,9357,BRHAMADEVI SUDHEER,4*5 TRISUL,350,15
3/23/2019,9357,BRHAMADEVI SUDHEER,CHINA 10*12 KG,25,110
3/23/2019,9357,BRHAMADEVI SUDHEER,DONA -LOOSE,20,19
3/23/2019,9357,BRHAMADEVI SUDHEER,SILV-CONT-450ML(150,1,2500
3/23/2019,9357,BRHAMADEVI SUDHEER,RUBBER,2,300
3/23/2019,9357,BRHAMADEVI SUDHEER,10*10 SHEET,25,137
3/23/2019,9357,BRHAMADEVI SUDHEER,14 GREEN,40,33.75
3/23/2019,9358,TVS,10*10 SHEET,30,137
3/23/2019,9359,GANESHMESS,DHARAM 1KG,10,110
3/23/2019,9359,GANESHMESS,GOLD LEAF SITTING,10,620
3/23/2019,9359,GANESHMESS,CITIZEN 13*16-M.W,125,123
3/23/2019,9359,GANESHMESS,"14""7PLY PLATES",2,350
3/23/2019,9359,GANESHMESS,5*6 ANKIT(20MIC),1050,23
3/23/2019,9360,SRINU,DONA-VAI-9100,1,1730
3/23/2019,9360,SRINU,HIGH COUNT 16*20 BL,25,148
3/23/2019,9360,SRINU,HIGH COUNTING BLUE ,25,148
3/23/2019,9361,M.PRASAD-SANGAM,PAPER TEA,230,16
3/23/2019,9362,A1 PLASTICS-SPT,APPLE 300ML,100,29
3/23/2019,9362,A1 PLASTICS-SPT,TIFFIN PLATENO-10,100,15
3/23/2019,9362,A1 PLASTICS-SPT,SMART BOUL(48),2,1830
3/23/2019,9362,A1 PLASTICS-SPT,CYCLE-BLU-10*12,800,6.7
3/23/2019,9362,A1 PLASTICS-SPT,CYCLE-BK-10*12,800,6.7
3/23/2019,9363,KPR,VISHNU 350ML,200,30.5
3/23/2019,9363,KPR,CLASSIC 300ML,100,26.5
3/23/2019,9363,KPR,DOT GLASS,100,23
3/23/2019,9363,KPR,VISHNU 250ML,400,30.5
3/23/2019,9363,KPR,DONA-VAI-9100,1,1730
3/23/2019,9363,KPR,DONA-(108),2,1945
3/23/2019,9363,KPR,SMART BOUL(48),1,1920
3/23/2019,9363,KPR,APPLE WINE,110,25
3/23/2019,9363,KPR,90ML RANGEELA,280,14.5
3/23/2019,9363,KPR,500ML PLASTIC BOULS,1000,3.6
3/23/2019,9363,KPR,250 ML PLASTIC BOUL,1000,3
3/23/2019,9364,DSP-SEKHAR,NIFTY 10*12 PINK,1440,6.1
3/23/2019,9364,DSP-SEKHAR,4*5 TRISUL,350,13.5
3/23/2019,9364,DSP-SEKHAR,CYCLE-BLU-13*16,250,12.3
3/23/2019,9364,DSP-SEKHAR,5*7 ESWAR,10,160
3/23/2019,9365,KKAR-SPT,CYCLE-BLU-10*12,400,6.8
3/23/2019,9365,KKAR-SPT,CYCLE-BLU-13*16,250,13
3/23/2019,9365,KKAR-SPT,CYCLE-BLU-13*16,10,13
3/23/2019,9366,KVKC,VISHNU 250ML,300,31
3/23/2019,9366,KVKC,APPLE WATER,200,22
3/23/2019,9366,KVKC,VISHNU 350ML,100,31
3/23/2019,9366,KVKC,4*6 POLY,100,16
3/23/2019,9366,KVKC,STRECH FILM-600MTRS,2,420
3/23/2019,9366,KVKC,TOOTH PICS,10,106
3/23/2019,9367,GV,10*10 TEJA,50,126
3/23/2019,9367,GV,SILVER POUCH 9*12,50,94
3/23/2019,9368,KATTELA DHODDI RAMA,VISHNU 250ML,150,31
3/23/2019,9368,KATTELA DHODDI RAMA,BAHUBALI WINE,50,25
3/23/2019,9369,MR,PAPER TEA,150,16.5
3/23/2019,9369,MR,VISHNU 350ML,30,32
3/23/2019,9369,MR,BLACK DOG-350ML,10,27
3/23/2019,9369,MR,GARUDA 16*20 BK,20,25
3/23/2019,9369,MR,GARUDA 16*20 BLUE,20,25
3/23/2019,9369,MR,13*16 BK(100)KRISHN,30,16.5
3/23/2019,9369,MR,10*12 KRISHNA-BK(10,100,8.4
3/23/2019,9369,MR,GARUDA 13*16 BK,50,14
3/23/2019,9369,MR,GARUDA 10*12 BK,150,7.5
3/23/2019,9370,BCM,14 GREEN,80,34
3/23/2019,9370,BCM,VISHNU 250ML,100,31
3/23/2019,9371,KVKC,ROBO 10*12,1600,5
3/23/2019,9373,SURI,5*6 JANATHA POLY,10,33
3/23/2019,9373,SURI,GARUDA 10*12 BK,40,7.5
3/23/2019,9373,SURI,GARUDA 13*16 BK,20,14
3/23/2019,9373,SURI,10*10 SHEET,3,135
3/23/2019,9374,TP13,VISHNU 350ML,100,31
3/23/2019,9374,TP13,BAHUBALI WINE,110,24
3/23/2019,9374,TP13,DHARAM BOX-TIRUMALA,20,22
3/23/2019,9374,TP13,10*10 ROYAL,20,80
3/23/2019,9374,TP13,SILV-CONT-750ML(100,1,2400
3/23/2019,9374,TP13,APPLE WATER,100,21.5
3/23/2019,9374,TP13,30*50 LINER,20,155
3/23/2019,9374,TP13,APPLE WATER,100,21.5
3/23/2019,9374,TP13,90ML RANGEELA,140,14.5
3/23/2019,9374,TP13,VISHNU 300ML,100,27.5
3/23/2019,9374,TP13,PP,10,148
3/23/2019,9374,TP13,80 LEAF,2,340
3/23/2019,9374,TP13,CYCLE-BK-10*12,400,6.4
3/23/2019,9374,TP13,PP,18,148
3/23/2019,9374,TP13,SILVER PLATE 6,50,3.2
3/23/2019,9374,TP13,"SILVER PLATE 9""",25,7
3/23/2019,9374,TP13,SILVER PLATE 7,50,4.75
3/23/2019,9374,TP13,BAHUBALI WINE,110,24
3/23/2019,9388,KVKC,BAHUBALI WINE,110,25
3/23/2019,9389,SSB,BAHUBALI WINE,60,25
3/23/2019,9389,SSB,VISHNU 300ML,100,50
3/23/2019,9390,SHAIK SIFULLA,BLACK DOG-350ML,80,27
3/23/2019,9390,SHAIK SIFULLA,VISHNU 250ML,30,31
3/23/2019,9393,TP13,APPLE WATER,100,21.5
3/23/2019,9393,TP13,APPLE WINE,110,24.5
3/23/2019,9395,SURI,DHARAM 6PC SMALL,36,14
3/23/2019,9395,SURI,SILVER TONE 13*16 W,50,31
3/24/2019,9397,SASANK PAPER AND PL,LOOSE ITEMS,1,3190
3/24/2019,9398,ACK,LOOSE ITEMS,1,1250
3/25/2019,9375,TV SUBRHAMANYAM-NPT,NO-000,25,149
3/25/2019,9375,TV SUBRHAMANYAM-NPT,HARITHA M.W 13*16,25,88
3/25/2019,9375,TV SUBRHAMANYAM-NPT,4*5 TRISUL,100,14.5
3/25/2019,9375,TV SUBRHAMANYAM-NPT,TOOTH PICS,3,110
3/25/2019,9375,TV SUBRHAMANYAM-NPT,10*10 TEJA,50,127
3/25/2019,9375,TV SUBRHAMANYAM-NPT,TIFFIN PLATES NO-7,20,12
3/25/2019,9375,TV SUBRHAMANYAM-NPT,VISHNU 250ML,100,32
3/25/2019,9375,TV SUBRHAMANYAM-NPT,500ML PLASTIC BOULS,1000,3.6
3/25/2019,9376,GANESHMESS,CITIZEN 13*16-M.W,25,123
3/25/2019,9376,GANESHMESS,SPOON SOOFY,100,25
3/25/2019,9377,SHAAR CANTEEN,SNACKS PLATES,1800,10
3/25/2019,9377,SHAAR CANTEEN,STRECH FILM-600MTRS,12,550
3/25/2019,9377,SHAAR CANTEEN,HAND GLOVES 100PCS-,10,50
3/25/2019,9377,SHAAR CANTEEN,500ML PLASTIC BOULS,2000,3.5
3/25/2019,9377,SHAAR CANTEEN,"14""7PLY PLATES",10,400
3/25/2019,9377,SHAAR CANTEEN,BUTTER PAPER,150,150
3/25/2019,9377,SHAAR CANTEEN,GST AMOUNT,1,10548
3/25/2019,9378,BSR,CLASSIC 250ML,100,27
3/25/2019,9378,BSR,"14"" PLATES MULTI",20,250
3/25/2019,9378,BSR,APPLE WINE,110,25
3/25/2019,9378,BSR,CYCLE 13*16 BK KG,25,80
3/25/2019,9378,BSR,CYCLE 10*12 BK KG,50,80
3/25/2019,9379,RAMDEV PLASTICS-SPT,DONA-VAI-9100,2,1730
3/25/2019,9380,PRATHAP-NELLORE,APPLE WATER,100,22
3/25/2019,9381,MD.ISHAQ,SPOON-SMALL-NAT,200,8.5
3/25/2019,9381,MD.ISHAQ,10*12 KRISHNA-BK(10,300,8
3/25/2019,9381,MD.ISHAQ,13*16 BK(100)KRISHN,160,16
3/25/2019,9382,VKP,10*10 SHEET,25,135
3/25/2019,9382,VKP,5*6 JANATHA POLY,100,34
3/25/2019,9382,VKP,VISHNU ICE,110,18.5
3/25/2019,9383,CH.ANKAYYA-SYDAPURA,VISHNU 250ML,100,31.5
3/25/2019,9383,CH.ANKAYYA-SYDAPURA,BLACK DOG-350ML,100,26.5
3/25/2019,9383,CH.ANKAYYA-SYDAPURA,CYCLE-BLU-10*12,400,6.7
3/25/2019,9383,CH.ANKAYYA-SYDAPURA,GARUDA 13*16 BLUE,300,14
3/25/2019,9383,CH.ANKAYYA-SYDAPURA,10*10 TEJA,25,128
3/25/2019,9383,CH.ANKAYYA-SYDAPURA,4*5 TRISUL,50,15
3/25/2019,9384,P.RAVI,10*10 TEJA,25,127
3/25/2019,9384,P.RAVI,TIRUMALA-50(13*16),250,15
3/25/2019,9384,P.RAVI,TIRUMALA-50(16*20),30,27.5
3/25/2019,9384,P.RAVI,4*5 TRISUL,100,14.5
3/25/2019,9385,RO,TIRUMALA-50(13*16),750,15
3/25/2019,9386,BRHAMADEVI SUDHEER,14 GREEN,40,33.75
3/25/2019,9386,BRHAMADEVI SUDHEER,CYCLE 10*12 BK KG,25,82
3/25/2019,9386,BRHAMADEVI SUDHEER,CYCLE 13*16 BK KG,25,82
3/25/2019,9387,KHAN AND KHAN PLAST,LOOSE ITEMS,1,50000
3/25/2019,9391,KHAN AND KHAN PLAST,GOLD LEAF SITTING,4,610
3/25/2019,9392,SBH-CHENNURU,SMART BOUL(48),1,1830
3/25/2019,9399,BSR,14 GREEN,12000,1.35
3/25/2019,9400,M.PRASAD-SANGAM,14 GREEN,40,34
3/25/2019,9401,ANILFANCY,CLASSIC 300ML,200,26.5
3/25/2019,9401,ANILFANCY,BAHUBALI WINE,110,24.5
3/25/2019,9402,KPR,10*10 SHEET,50,127.5
3/25/2019,9403,SVP-BUCHHI,80 LEAF,10,335
3/25/2019,9404,TGS-NPT,NO-000,6,148
3/25/2019,9404,TGS-NPT,PRINT-16*20 CARRY,10,110
3/25/2019,9404,TGS-NPT,20*26 MW KESHAV,5,110
3/25/2019,9404,TGS-NPT,10*15 STAR-DCUT,10,95
3/25/2019,9404,TGS-NPT,12*18 STAR-CUT,5,95
3/25/2019,9405,MSR,10*10 SHEET,25,135
3/25/2019,9405,MSR,TIRUMALA-50(16*20),120,27.5
3/25/2019,9405,MSR,ROBO 10*12,800,4.9
3/25/2019,9405,MSR,10*12 KRISHNA-BK(10,300,8.3
3/25/2019,9405,MSR,PAPER TEA,230,16
3/25/2019,9405,MSR,PAPER TEA -100ML TA,140,28
3/25/2019,9405,MSR,12*12 PGS,10,110
3/25/2019,9406,CNR,10*10 SHEET,25,135
3/25/2019,9407,KPR,GARUDA 10*12 BLUE,1000,7
3/25/2019,9408,SHAIK SIFULLA,VISHNU 250ML,300,31.5
3/25/2019,9408,SHAIK SIFULLA,BAHUBALI WINE,220,25
3/25/2019,9408,SHAIK SIFULLA,CYCLE-BK-13*16,750,13
3/25/2019,9408,SHAIK SIFULLA,CYCLE-BK-13*16,30,13
3/25/2019,9408,SHAIK SIFULLA,TIRUMALA-50(16*20),360,27.5
3/25/2019,9408,SHAIK SIFULLA,4*5 TRISUL,350,15
3/25/2019,9408,SHAIK SIFULLA,4*5 TRISUL,10,15
3/25/2019,9408,SHAIK SIFULLA,HARITH M.W 10*12,25,90
